2007 Newcastle Knights season	['sports season of a sports club']	The 2007 Newcastle Knights season was the 20th in the club's history.
Joculator hedleyi	['taxon']	Joculator hedleyi is a species of minute sea snails, marine gastropod molluscs in the family Cerithiopsidae.
Murrell River	['river']	The Murrell River is a fishing river, on East Falkland in the Falkland Islands.
Abrothrix jelskii	['taxon']	Abrothrix jelskii, also known as Jelski's Altiplano mouse, Jelski's grass mouse, or the ornate akodont, is a species of rodent in the genus Abrothrix of family Cricetidae.
Eduardo Li	['businessperson', 'engineer', 'sports official']	Eduardo Li Sánchez (born 11 November 1958) is a Costa Rican football administrator, FIFA executive committee member-elect, CONCACAF executive committee member, and the Costa Rican Football Federation (FEDEFUT) president.
DansGuardian	['free software']	DansGuardian, written by SmoothWall Ltd and others, is content-control software: software designed to control which websites users can access.
List of spa towns in the United Kingdom	['Wikimedia list article']	The following is a list of spa towns in the United Kingdom.
Cambridge Quarterly of Healthcare Ethics	['scientific journal']	The Cambridge Quarterly of Healthcare Ethics is a quarterly peer-reviewed academic journal in the field of bioethics.
Peter Anthony Lawrence	['zoologist']	Peter Anthony Lawrence  (born 23 June 1941) is a British developmental biologist at the Laboratory of Molecular Biology and the Zoology Department of the University of Cambridge.
Ferruh Güpgüp	['politician']	Ferruh Güpgüp (1891, Kayseri – 18 April 1951) was a Turkish politician.
Gcov	['free software']	Gcov is a source code coverage analysis and statement-by-statement profiling tool.
Bertrand Andrieu	['sculptor', 'medallist']	Bertrand Andrieu (24 November 1761 – 6 December 1822) was a French engraver of medals.
Iteomyia capreae	['taxon']	Iteomyia capreae is a gall midge which forms galls on willows (Salix species).
Procore	['business']	Procore Technologies is a construction project management software company founded in 2003, with headquarters in Carpinteria, CA.
Chanaq-e Sofla va Olya	['village', 'human settlement']	Chanaq-e Sofla va Olya (Persian: چناق سفلي وعليا‎, also Romanized as Chanāq-e Soflá va ‘Olyā) is a village in Qeshlaq-e Jonubi Rural District, Qeshlaq Dasht District, Bileh Savar County, Ardabil Province, Iran.
Aayemenaytcheia	['fossil taxon']	Aayemenaytcheia paragranulata is a Middle Devonian proetid trilobite.
Hadir Mekhimar	['sport shooter']	Hadir Mekhimar (Arabic: هدير مخيمر‎; born November 22, 1997 in Cairo) is an Egyptian sport shooter.
Gorgopis tanganyikaensis	['taxon']	Gorgopis tanganyikaensis is a moth of the family Hepialidae.
Nippon Express	['business', 'enterprise']	Nippon Express Co.
Neile	['river']	Neile is a river of Lower Saxony, Germany.
SS Aeolus	['Wikimedia disambiguation page']	A number of steamships were named Aeolus, including –  SS Aeolus (1884), a Swedish coaster that was damaged by fire in 1927 SS Aeolus (1899), an American ocean liner in service 1919–22 SS Aeolus (1943), a German Hansa A type cargo ship in service 1943–45.
Marek Łbik	['canoeist']	Marek Łbik (born January 30, 1958 in Poznań) is a Polish sprint canoeist who competed from the late 1970s to the late 1980s.
Peter Čvirik	['association football player']	Peter Čvirik  (born 13 June 1979) is a Slovak former football defender.
No Devolución	['album']	No Devolución (Broken Spanish for No devolution, the correct way being Sin devolución) is the sixth and final studio album by the American rock band Thursday.
Gimmie That Girl	['single']	"Gimmie That Girl" is a song written by Rhett Akins, Dallas Davidson, and Ben Hayslip and recorded by American country music singer Joe Nichols.
Luna Online	['video game']	Luna Online is a free-to-play massively multiplayer online role-playing video game developed by South Korean studio EYA Interactive.
Xenic acid	['chemical compound']	Xenic acid is a noble gas compound formed by the dissolution of xenon trioxide in water.
Better Government Association	['nonprofit organization']	The Better Government Association is a Chicago-based investigative journalism non-profit organization.
505 North Ervay	['skyscraper']	505 North Ervay, also known as the Reserve Loan Life Building, was a mid-rise skyscraper located in the City Center District of downtown Dallas, Texas, United States.
Antoine Adrien	['theologian']	Antoine Adrien (1922 – 13 May 2003) was a Roman Catholic Priest and liberation theology advocate who served as Father Superior of the Holy Ghost Order in Haiti.
Salina High School South	['high school']	Salina High School South is a fully accredited public school located in Salina, Kansas, serving students in grades 9-12.
Mizuhashi	['family name']	Mizuhashi (written: 水橋 lit.
Podocarpus salignus	['taxon']	Podocarpus salignus, the willow-leaf podocarp, is a species of coniferous evergreen tree in the family Podocarpaceae.
Higashi-Kanda	['town']	Higashi-Kanda (東神田) is a district of Chiyoda, Tokyo, Japan, consisting of 1- to 3-chōme.
Dutch Civilisation in the Seventeenth Century	['book']	Dutch civilisation in the seventeenth century (Dutch: Nederland's beschaving in de zeventiende eeuw) is a book published in Dutch by the Dutch historian Johan Huizinga in 1941.
Wild Wild World	['animated short film']	Wild Wild World is a Warner Bros.
Richard Leaf	['actor', 'stage actor', 'television actor', 'film actor']	Richard Leaf (born 1 January 1967) is an English actor.
Arauchemus	['taxon']	Arauchemus is a genus of South American ground spiders that was first described by R.
Kieren Duncan	['American football player']	Kieren Duncan (born October 12, 1993) is an American football wide receiver who is currently a member of the BC Lions of the Canadian Football League (CFL).
Alexander Dimitry	['diplomat']	Alexander Dimitry (February 7, 1805 – January 30, 1883) was an American diplomat, linguist and scholar.
Ile Maroia Laji	['temple', 'historic site']	Ile Maroia Laji is one of the oldest Candomblé temples in Salvador, Brazil, in the neighborhood of Matatu de Brotas.
Covasna County	['județ']	Covasna County (Romanian pronunciation: [koˈvasna] (listen), Hungarian: Kovászna, Hungarian pronunciation: [ˈkovaːsnɒ]) is a county (județ) of Romania, in Transylvania, with the capital city at Sfântu Gheorghe.
First City Monument Bank	['business']	First City Monument Bank (FCMB) Ltd is a full service banking group, headquartered in Lagos, with the vision ‘to be the premier financial services group of African origin’.
Dampfbahn Fränkische Schweiz	['transport company']	The Dampfbahn Fränkische Schweiz e.
Bromodomain-containing protein 3	['gene']	Bromodomain-containing protein 3 (BRD3) also known as RING3-like protein (RING3L) is a protein that in humans is encoded by the BRD3 gene.
Health in Niger	['health by country or region']	Public health in Niger suffers from a chronic lack of resources and a small number of health providers relative to population.
Boletellus dicymbophilus	['taxon']	Boletellus dicymbophilus is a species of fungus in the family Boletaceae.
Macroveliidae	['taxon']	Macroveliidae is a family of macroveliid shore bugs in the order Hemiptera.
Juan Pablo Gallo	['politician', 'economist']	Juan Pablo Gallo Maya (born 31 January 1979) is a Colombian economist and politician and the current mayor of Pereira since January 2016.
Plague Ship	['literary work']	Plague Ship is a science fiction novel by  Andrew North (pseudonym of American writer  Alice Mary Norton, also known as Andre Norton).
Seppu Station	['railway station']	Seppu Station (節婦駅, Seppu-eki) is a railway station on the Hidaka Main Line in Niikappu, Hokkaido, Japan, operated by the Hokkaido Railway Company (JR Hokkaido).
Paula Hayes	['artist']	Paula Hayes (born 1958 in Concord, Massachusetts) is an American visual artist and designer who works with sculpture, drawing, installation art, botany, and landscape design.
Jon Madin	['music journalist']	Jon Madin (born 1949) is a current music teacher.
Zunsheng Temple	['Buddhist temple']	Zunsheng Temple (Chinese: 尊勝寺) is located in Huyangling, 20 km northeast of the seat of Wutai County.
FEZ2	['gene']	Fasciculation and elongation protein zeta-2 is a protein that in humans is encoded by the FEZ2 gene.
Toby Elder	['Australian rules footballer']	Toby Elder (17 October 1934 – 20 April 2005) was  a former Australian rules footballer who played with Fitzroy in the Victorian Football League (VFL).
Taedong River	['river']	The Taedong River (Chosŏn'gŭl: 대동강) is a large river in North Korea.
Claire Janowski	['politician']	Claire Janowski is an American politician and the current Democratic candidate for mayor in Vernon, Connecticut.
The Claw of Crestwater Shores	['literary work']	The Claw of Crestwater Shores is the first whodunnit mystery in the Stark Files series, made by author R.
Dalian Discovery Kingdom	['amusement park']	Dalian Discovery Kingdom (Chinese: 大连发现王国; pinyin: Dàlián Fāxiàn Wángguó), also translated as Dalian Discoveryland or Kingdom of Discovery, is an amusement park located at Jinshitan National Holiday Resort in Jinzhou District, Dalian, Liaoning, China.
Karina Vnukova	['athletics competitor']	Karina Vnukova (born 27 March 1985 in Vilnius, Lithuania) is a Lithuanian high jumper.
The Demics	['musical group']	The Demics were a Canadian punk rock band that formed in 1977 in London, Ontario.
Alexandra Braun	['actor', 'television presenter', 'model', 'beauty pageant contestant']	Alexandra Braun Waldeck (born May 19, 1983) is a Venezuelan multi-award winning international actress, model and beauty queen who won the 2005 edition of Miss Earth, an annual international beauty pageant promoting environmental awareness.
Gene Verge Sr.	['architect']	Gene Verge Sr.
Luis Javier González	['athletics competitor']	Luis Javier González Fanegas (born 17 June 1969 in Madrid) is a retired Spanish middle-distance runner.
Merrill Moore	['poet', 'psychiatrist', 'neurologist']	Merrill Moore (1903 – 1957) was an American psychiatrist and poet.
Phoenix Society for Burn Survivors	['nonprofit organization']	Phoenix Society for Burn Survivors is an American non-profit organization.
Ida Laila	['singer']	Ida Laila (November 27, 1943 – September 12, 2019) was an Indonesian singer.
Omar Varela	['actor', 'playwright', 'theater director']	Omar Varela (born 15 October 1957) is a Uruguayan actor, director, playwright, and teacher, the founder of the theater company Italia Fausta.
Chief business development officer	['corporate title']	A chief business development officer (CBDO) is a position within a company established beside the other executive positions like CEO or COO.
Microvirga pakistanensis	['taxon']	Microvirga pakistanensis  is a Gram-negative, non-spore-forming, strictly aerobic and non-motile bacterium from the genus of Microvirga which has been isolated from desert soil from Cholistan desert in Pakistan.
Our Savior's Scandinavian Lutheran Church	['church building']	Our Savior's Scandinavian Lutheran Church, also known as Our Savior's Lutheran Church or Our Savior's Evangelical Lutheran Church is located in Ward County, North Dakota .
